nveh,mean_speed,heavy_share,congestion_score,emission_score,aqi_proxy,label
1.0,79.31294300446207,0.0,1.4,1.1,125.81800000000003,no_action
3.0,47.767630019747585,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
2.0,65.36231926259147,0.0,2.8,2.2,128.12800000000001,no_action
2.0,43.0297060318306,0.0,2.8,2.2,128.12800000000001,no_action
1.0,67.72729794238636,0.0,1.4,1.1,125.81800000000003,no_action
3.0,39.921996680447776,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
2.0,47.072568558172435,0.0,2.8,2.2,128.12800000000001,no_action
1.0,8.831380845524503,0.0,34.77096213984609,27.437238308950995,181.1262004487971,no_action
1.0,48.99622618280296,0.0,1.4,1.1,125.81800000000003,no_action
1.0,41.5932236088451,0.0,1.4,1.1,125.81800000000003,no_action
1.0,40.50176039467091,0.0,1.4,1.1,125.81800000000003,no_action
1.0,49.76124231640678,0.0,1.4,1.1,125.81800000000003,no_action
3.0,42.646517054523756,0.3333333333333333,4.199999999999999,7.300000000000001,168.83800000000002,rerouting
1.0,41.35841153593378,0.0,1.4,1.1,125.81800000000003,no_action
1.0,50.003999997588075,0.0,1.4,1.1,125.81800000000003,no_action
2.0,31.6598853805851,0.0,2.8,2.2,128.12800000000001,no_action
2.0,67.26507579812936,0.0,2.8,2.2,128.12800000000001,no_action
1.0,74.97440067374596,0.0,1.4,1.1,125.81800000000003,no_action
2.0,45.6621045616186,0.0,2.8,2.2,128.12800000000001,no_action
2.0,40.85343632294111,0.0,2.8,2.2,128.12800000000001,no_action
1.0,38.30071581540031,0.0,1.4,1.1,125.81800000000003,no_action
2.0,67.1162852902608,0.0,2.8,2.2,128.12800000000001,no_action
1.0,49.44575133975812,0.0,1.4,1.1,125.81800000000003,no_action
1.0,49.97440696344478,0.0,1.4,1.1,125.81800000000003,no_action
1.0,28.752677521909987,0.0,1.4,1.1,125.81800000000003,no_action
1.0,27.51883199999706,0.0,1.4,1.1,125.81800000000003,no_action
1.0,20.61837138895258,1.0,8.839582944304327,7.863257222094843,230.02084016639918,no_action
1.0,10.016448770941878,0.0,32.163812703927874,25.067102458116246,176.14891516204415,no_action
4.0,60.28801174593254,0.0,5.6,4.4,132.74800000000002,no_action
1.0,49.99087709576395,0.0,1.4,1.1,125.81800000000003,no_action
2.0,37.41965329757229,0.0,2.8,2.2,128.12800000000001,no_action
1.0,29.98799999947633,1.0,1.4,5.1,224.21800000000002,no_action
1.0,49.12028655971888,0.0,1.4,1.1,125.81800000000003,no_action
1.0,12.476949974081993,0.0,26.750710057019617,20.146100051836015,165.81481010885565,no_action
1.0,49.713301150827746,0.0,1.4,1.1,125.81800000000003,no_action
2.0,53.30388369118019,0.0,2.8,2.2,128.12800000000001,no_action
3.0,38.8842378556934,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
1.0,39.425756574909045,0.0,1.4,1.1,125.81800000000003,no_action
1.0,0.0,0.0,56.2,47.9,224.098,no_action
1.0,49.80073209219655,0.0,1.4,1.1,125.81800000000003,no_action
1.0,45.46345916890159,0.0,1.4,1.1,125.81800000000003,no_action
3.0,40.850517595752834,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
1.0,45.25404412038908,0.0,1.4,1.1,125.81800000000003,no_action
1.0,49.71822815837458,0.0,1.4,1.1,125.81800000000003,no_action
1.0,43.96088812265172,0.0,1.4,1.1,125.81800000000003,no_action
1.0,49.683173353687984,0.0,1.4,1.1,125.81800000000003,no_action
1.0,75.00599999832308,0.0,1.4,1.1,125.81800000000003,no_action
2.0,59.480597734122846,0.0,2.8,2.2,128.12800000000001,no_action
1.0,64.26671071750432,0.0,1.4,1.1,125.81800000000003,no_action
2.0,39.783261421591114,0.0,2.8,2.2,128.12800000000001,no_action
2.0,49.827493539177446,0.0,2.8,2.2,128.12800000000001,no_action
1.0,74.95980001734219,0.0,1.4,1.1,125.81800000000003,no_action
3.0,30.872360473411465,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
